inds,V1,V2,V3
233,0.717992892,1.827109307,2.328947066
234,3.991870855,3.788174244,6.620344759
234,3.237983003,4.123077688,7.255063318
234,1.685431317,1.722223487,3.727993209
235,2.366592411,2.76156614,2.131413378
235,7.302314786,7.863654268,4.887351434
235,1.303477284,1.538420606,1.128247062
236,7.607964923,10.23259672,9.894104365
236,3.407527483,3.369783315,2.750680101
236,7.499019024,6.675299411,6.112409003
237,4.255542454,5.619400551,4.498436395
237,0.685956662,0.845508575,0.759595447
237,2.662637188,4.093446011,2.968770845
238,0.980101998,1.546571004,1.579294579
238,0.745178545,1.492854512,1.635753224
238,0.879863205,1.256550628,1.604758723
239,2.34726973,3.769788517,5.501581941
239,2.261131624,2.920664143,4.764584614
239,0.470595305,1.20518972,2.060206373
240,1.850291052,2.632570513,3.21745302
240,4.158044284,4.746954068,3.707640178
240,1.538028646,2.124444675,2.571142841
241,3.956169714,3.648751599,4.159514818
241,3.282035338,3.012977907,3.420319059
241,2.575216351,3.284472837,4.475211917
242,2.117598677,2.932774165,1.207407017
242,2.447703339,2.470363371,1.342319205
242,0.81889784,0.930950068,0.413808809
243,1.676719621,2.212165329,1.503141467
243,1.55965306,1.70472288,1.782583899
243,1.121527386,1.403635823,0.97752256
244,2.999114085,3.204632689,2.896320076
244,3.233452778,6.407172392,3.716571634
244,3.785776154,3.351087292,3.556293972
245,2.482804326,4.75881401,5.837663457
245,1.857913867,3.318095813,3.802086141
245,2.187650918,4.549770627,4.00568536
246,1.258715241,1.34985899,2.776093158
246,1.163892194,1.376872724,2.116687446
246,0.88175175,1.473947125,2.410731071
247,0.855673776,0.752337524,0.686928227
247,2.06721088,1.555442486,1.604401172
247,6.400056621,4.564649309,5.507187018
248,4.192995885,5.13090335,4.528762952
248,1.901135472,1.672416516,1.881298315
248,4.516138348,4.903794012,5.421881162
249,1.419833557,2.791722493,5.15099197
249,1.041540524,2.989614996,5.363207182
249,1.233185369,2.550572518,4.025483847
250,1.013534933,1.425376563,1.680373596
250,3.694903992,5.962250068,7.634849208
250,1.081346016,1.261167429,2.151189345
251,2.018334196,1.843594228,3.066756493
251,6.053932545,5.2458328,8.496827666
251,0.92627528,0.999249524,1.659212063
252,2.234091356,2.270166484,4.30787175
252,1.81857581,1.84639373,2.815570139
252,2.804731388,3.28543567,3.991042265
253,2.817899403,6.651965659,6.636133432
253,1.129209814,2.153063654,2.092911277
253,3.833857881,7.213992349,6.807014845
254,5.705223645,6.933704065,5.317542356
254,2.385188311,2.274476151,1.612029615
254,2.905411067,2.923709637,1.840486345
255,1.956288162,1.995241398,2.280221987
255,2.540158166,3.616833485,4.140805792
255,3.963741324,5.723950092,5.787442499
256,0.704620497,1.168816526,2.68664987
256,1.891692073,3.591872112,6.123955588
256,1.118566054,1.774176756,3.494362329
257,1.654260736,3.974215324,2.76865204
257,1.64158399,3.264380311,3.012015442
257,1.685656621,3.468371849,3.450686888
258,0.512040313,0.983090029,2.315998305
258,1.506604896,2.040359606,3.722890559
258,1.156852524,1.504903384,3.020711456
259,1.718762759,1.713794934,2.901411291
259,4.316318439,6.14494973,7.886316981
259,1.410198713,1.56623084,2.331923673
260,2.194615602,2.60854494,3.063412306
260,5.987442165,4.694615414,7.075189073
260,3.432813571,4.736426216,4.385783025
261,8.834969145,8.864087574,9.94915736
261,3.355890592,3.484103993,4.437006611
261,3.388708692,2.686569,4.708074902
262,3.123671074,3.860268378,1.652259772
262,5.46208957,7.627316137,3.529248909
262,1.572037661,3.035465043,1.334335427
263,1.461342881,3.21611705,2.957212018
263,1.353321653,2.132057876,2.109586093
263,1.494070085,3.38825422,2.913922264
264,1.801454114,2.548143941,4.253234157
264,1.148916628,1.563345347,2.58900706
264,0.615279205,0.97226043,1.568258232
265,2.107198954,3.830764411,4.645012163
265,1.213517255,3.126352447,2.976027572
265,1.191457555,2.39519299,2.440184355
266,1.070214576,1.29805034,2.811710903
266,5.012859333,3.898236839,7.937162511
266,2.314414434,2.103690815,5.532122848
267,4.889251394,9.552445349,8.349187862
267,1.684907836,2.934540644,3.817796814
267,4.015240122,6.600360363,7.609593839
268,0.932792228,1.481156524,2.473570458
268,1.196224918,1.81362852,3.047347727
268,0.730703648,1.189486438,1.832819752
269,3.258156108,2.422221776,2.248308431
269,4.385217314,3.561774734,2.642286255
269,2.740681072,3.006796238,2.127966091
270,2.35775142,3.74580835,4.617190109
270,1.984615523,3.095240315,3.230690732
270,2.188284562,6.010182451,5.124911229
271,2.738590599,2.11179074,4.694108965
271,1.591624589,1.273566101,2.657825902
271,1.487186212,2.251332842,3.024774849
272,2.698763871,3.892439875,5.939232798
272,2.528415815,5.564252562,7.557489435
272,1.270935132,1.65690431,1.831696272
273,2.418180626,2.357578408,3.552075727
273,2.899167142,2.158815542,3.745535587
273,7.784090605,7.357227091,10.4222996
274,1.950492968,1.895367486,2.363062581
274,1.798701015,1.532661085,1.849554304
274,6.077003171,5.487683477,5.321007676
275,1.248799225,1.580762482,1.423015459
275,1.220798369,1.125062276,1.216208729
275,2.271689337,2.735636106,2.73554505
276,2.400145567,4.701475585,3.830152325
276,2.5075003,4.232696395,5.366924968
276,0.758524103,1.710423935,1.812803446
277,1.16921228,1.965908857,2.050002184
277,1.117453317,2.642534539,2.517756941
277,1.793403254,3.115502407,2.781355907
278,1.830160338,2.233883747,4.17227081
278,1.155134303,0.860434353,1.13864085
278,1.559943715,2.469565652,4.378960275
279,2.929222491,1.963976786,2.138944339
279,3.971973281,3.352092826,2.877948683
279,2.025539894,1.496732561,1.067348842
280,4.825291738,6.322106256,3.378111101
280,1.666590583,2.836455216,3.124751057
280,4.368670055,5.426390469,5.026265522
281,4.605891655,7.082335029,11.75713183
281,3.966754157,4.012280069,6.696501112
281,2.346284866,2.755794057,3.727480727
282,0.903596512,2.940702946,7.397413703
282,1.990829417,4.387192689,8.473273192
282,1.153081565,2.133838434,4.144057013
283,0.836713161,1.35914257,1.829983953
283,1.826006216,2.763826201,3.788072111
283,0.923166412,2.712071056,3.746051153
284,0.874864867,1.865952083,1.559579577
284,5.326265965,11.11496764,9.780467528
284,1.040683769,2.236528519,1.834772685
285,1.35022734,1.796232793,3.50642555
285,1.88438936,1.534874647,2.555229444
285,1.709096829,1.352986224,2.847636147
286,1.537680221,1.56516245,3.61220755
286,1.290613207,0.990039684,2.239331963
286,1.978949337,2.419214462,4.452479149
287,1.748896947,1.589452007,1.861537554
287,5.838114148,5.792045515,5.313621333
287,1.315046348,1.168714548,1.062496963
288,3.803936909,5.011514754,5.003935545
288,7.194671006,9.538582583,9.924988408
288,3.058411459,4.717020746,4.363979505
289,1.44307085,1.298424302,1.6466463
289,3.363285233,3.034410076,3.887139604
289,8.059829361,6.377086244,9.402975455
290,1.985276484,3.219763172,2.18346112
290,3.197981191,3.701994943,3.605168155
290,4.385289819,4.731255742,4.489969984
291,2.690921543,1.959010423,2.029147369
291,2.446138007,2.059599442,2.406541844
291,1.49831074,1.590192123,1.688010227
292,0.845933422,1.280611234,1.336884571
292,2.764341953,2.514472025,2.428983058
292,1.592740547,1.743783745,1.911180001
293,3.680797665,3.255338712,7.982397905
293,1.09520556,1.602226891,4.298255427
293,1.318519019,1.557118093,3.29428996
294,2.138059603,2.715830521,1.702660059
294,1.851158998,3.655832079,3.794259626
294,2.636177333,4.962208988,3.049497767
295,4.870088113,3.577510292,6.427018968
295,2.471933189,2.515531196,3.628766058
295,1.272655849,2.666899837,2.791054699
296,1.429118757,1.806008632,3.554198382
296,1.553061218,1.773361543,3.208863321
296,2.003003868,3.092795251,5.21689106
297,1.115324416,3.754631115,4.521081034
297,2.297078197,4.028126178,5.43207424
297,2.230272331,5.457997575,6.831350135
298,3.214255567,1.523630679,2.545341828
298,2.243857216,1.460229865,1.707105713
298,1.714065315,0.993250751,1.791945064
299,0.822715501,1.233760931,2.154412534
299,0.727687193,1.869517144,2.662286935
299,1.469796372,2.152684846,3.074826292
300,1.775012173,1.815238228,2.558038392
300,1.257243028,1.478371466,1.761710631
300,1.323034678,2.264844927,2.897848694
301,0.570381959,0.644885105,0.690115059
301,0.939438765,1.144628001,1.145669333
301,1.593064882,2.116876606,1.667475293
302,2.222466558,4.419944982,6.657510838
302,1.299696181,1.696297241,2.812829494
302,5.300340462,8.367422242,12.97578183
303,5.162950806,6.523845827,5.186858139
303,3.340598147,4.451763495,4.691642396
303,3.801279179,3.092606425,3.993934707
304,1.185635355,1.023784204,0.843213396
304,2.304459037,2.541406665,2.592356092
304,1.906922333,1.812635005,1.840695451
305,3.158462975,3.174151819,2.789834172
305,1.681894264,2.047095034,2.132586589
305,2.311281004,2.46210433,2.450162683
306,1.260890331,1.599053088,1.799513312
306,0.819872655,1.204023444,1.066943992
306,3.104153023,3.402218961,5.344471727
307,0.799540789,2.009422312,2.326125921
307,2.634482788,3.819512768,4.957827278
307,1.295430281,1.654882601,3.219550327
308,1.452646799,1.337314868,4.368253343
308,1.862017322,2.544598928,4.60338565
308,1.683274753,2.027264489,5.87544753
309,1.033815136,0.619683863,1.392329703
309,3.293002602,2.949270023,4.541304757
309,3.173240914,1.889816568,3.273719475
310,1.446010244,1.535627736,1.791153884
310,2.322829607,2.245031758,2.688435441
310,2.355011983,2.51471855,2.220730222
311,3.411993081,4.610520542,4.454876298
311,2.291008266,2.76661247,2.6318303
311,4.376259673,5.275786391,3.508852892
312,0.789821257,1.423458784,2.732232348
312,0.686038111,1.426366032,2.941179705
312,0.68548856,1.383907448,2.612584798
313,3.475013009,3.689578935,5.109948456
313,7.129310166,5.718764395,7.571173936
313,3.826499799,5.057663749,6.394479593
314,1.592983592,2.829174253,3.259638561
314,2.094246407,3.863354457,4.029896939
314,0.874252485,1.676186684,1.657780289
315,2.778615857,2.559634616,2.066126838
315,2.78038899,1.697683856,1.808751363
315,1.367092655,1.877208193,1.307029599
316,1.002885295,2.100602283,2.462765232
316,1.211288211,2.234901989,3.042555624
316,1.116510248,2.557587608,3.475852597
317,1.054608981,1.077912102,2.262407358
317,1.114627246,0.970635045,1.921896651
317,2.901659492,2.39002804,6.21000512
318,0.459335867,1.625392445,2.746880545
318,3.178985022,3.152856774,4.046203951
318,2.358763183,3.461152678,4.695820976
319,1.877861078,5.11627749,4.341748641
319,0.474663748,1.584499434,1.47209985
319,1.208166895,3.825719325,3.595785302
320,0.920503468,2.188604415,2.144950442
320,3.513220237,3.39979502,4.265666848
320,1.378900933,1.691907926,2.083521307
321,3.565279357,4.049024037,5.277921644
321,3.842327107,4.101725739,5.272621207
321,2.480486032,2.532211408,3.188100965
322,1.537010647,1.710247877,1.547676789
322,1.171385386,1.256644162,1.103066815
322,1.002767988,1.114291177,1.100984941
323,3.489824837,2.897183899,4.554157914
323,2.256387533,1.617297535,3.351260307
323,3.270590493,2.513661963,5.463587757
324,2.282084682,1.372025762,1.768151215
324,1.025045593,1.201025418,1.357417229
324,1.875337925,1.364371105,2.156216313
325,4.4186203,4.251046408,4.630057544
325,1.780731412,1.779811048,2.60592432
325,2.25542698,2.567212439,2.698114176
326,1.975876053,2.742934208,3.213075342
326,1.559741621,1.659785341,2.010617171
326,0.636438716,1.089005448,1.168980107
327,0.778798629,1.20248636,2.424008289
327,0.562416078,1.128378507,2.008814376
327,0.421525685,1.263492664,2.590280315
328,1.549216207,1.805609619,2.470421802
328,1.16511986,1.222189103,1.12631627
328,2.3090279,2.586444201,3.30996858
329,1.438420543,2.05359711,2.857107342
329,1.314514454,1.52802382,3.086267112
329,2.600729526,3.50780836,5.184666432
330,2.738152141,1.582670608,2.243368947
330,1.536383475,1.275600182,1.957707974
330,3.403417659,4.095340717,5.20021693
331,2.682067799,2.634452309,4.76420483
331,2.387575138,2.764345471,3.932811793
331,2.530298021,4.139998668,4.621891445
332,1.608048472,1.644678797,3.658204464
332,1.528480474,1.676367255,2.72706606
332,0.584890692,0.744821031,1.742929639
333,2.892485067,2.404528718,3.377350207
333,2.648874005,1.766671185,3.217127707
333,1.804897985,1.440065968,2.319879224
334,1.509627954,1.770359183,2.547222372
334,1.52972212,2.863930522,3.482665188
334,1.345943885,1.413840044,2.127976997
335,2.0516406,2.715784702,1.902690838
335,2.29763856,3.880558419,2.561020622
335,4.420018315,8.559053415,5.644507861
336,0.983834481,1.603701458,1.919212573
336,0.700421796,0.795923142,1.081189654
336,1.527899694,2.115390056,2.345471745
337,0.739779558,0.94806655,1.0931084
337,1.930371641,2.160717854,2.691550197
337,3.292171475,4.051505366,4.850145955
338,2.348879695,8.539983085,7.990261584
338,1.581767254,2.937173254,3.81427192
338,3.866583737,9.863422653,9.870750391
339,2.439074371,2.905706149,4.54025406
339,2.029457142,1.749775907,2.35000597
339,1.707530224,1.836551558,2.774584026
340,3.222739694,3.852000373,4.190953494
340,1.892747171,1.640319319,1.51894795
340,2.703328487,3.721887312,3.675251494
341,1.830961041,1.641301541,3.620571161
341,0.896946863,0.984887238,1.760101334
341,1.223692557,1.030443697,2.799028705
342,1.753463944,1.798402433,5.875063665
342,0.450638973,1.398847379,2.558592116
342,1.72570011,2.340892803,4.570452964
343,3.693295971,5.313907911,2.792908566
343,2.487617441,3.950722837,2.174622445
343,3.61940774,6.538130812,3.193519117
344,3.631797742,4.201902566,5.885909861
344,2.052322424,3.430091148,3.616325307
344,1.423434423,1.96274254,2.045358755
345,3.063625594,1.381859087,3.079124637
345,3.209287005,2.238197591,3.56337739
345,1.596162656,0.85600559,1.708077123
346,0.432734405,0.433702282,0.734771605
346,1.060849119,1.146255894,2.136821319
346,1.766363686,1.785830002,3.012465548
347,1.662940352,1.861799906,2.523507755
347,0.755927343,1.048258819,1.355603085
347,0.530248053,0.503970043,0.644328653
348,0.668356264,0.804059499,1.003157155
348,1.470796498,1.828671825,1.947154924
348,1.975436763,2.934295963,2.722467494
349,6.940291964,7.541665549,9.789442173
349,5.629249412,8.37546924,10.48276016
349,2.865100952,2.800877303,4.591630354
350,0.851896504,1.510347807,2.159473462
350,3.415143495,3.984351112,6.453480004
350,1.698089039,2.478364406,3.59760565
351,2.086329211,2.165214844,1.571627114
351,2.752730191,2.641141443,3.05135822
351,1.896783369,2.005850701,1.719211039
352,1.678609667,1.94466553,2.864568214
352,2.839495749,1.988201409,3.628683334
352,3.825111856,3.282797577,4.311440759
353,1.367384514,1.994375273,2.126022585
353,1.085472048,1.495251392,1.716065193
353,1.519684963,1.315570051,1.667834798
354,1.397636085,1.385491677,1.71203401
354,2.538299622,3.323028167,3.780291946
354,1.265774847,1.223297948,1.493907984
355,1.008215075,2.256534442,1.842045493
355,4.204201678,4.918657238,6.482289469
355,4.47606903,3.714810161,7.119960406
356,2.268555124,2.478678165,1.506798836
356,1.416526346,3.32684137,2.415998598
356,1.64922567,2.135247348,1.728779198
357,0.720108327,4.311415725,5.828576457
357,1.168414187,1.626107219,2.298915296
357,2.86056883,3.842019576,5.782718752
358,1.481976407,2.868652717,4.014615916
358,0.668044257,1.774832163,1.722238922
358,1.244066135,2.4799144,3.408803906
359,0.772548949,1.314833148,1.352359442
359,1.987602257,2.29776252,2.213205936
359,0.808062017,1.15892576,1.039406665
360,1.551487539,1.95979835,2.998942087
360,2.130522964,3.311171801,5.229609178
360,1.31941278,1.46692739,2.620159672
361,2.157516135,2.728440704,3.197551593
361,1.429924937,3.300529266,2.788322433
361,1.181306407,2.786306575,2.868285495
362,1.885598966,1.148926223,2.000734423
362,1.373960936,1.157579686,1.634499691
362,3.529448207,2.024341193,4.012952997
363,1.324781424,2.578054802,2.559105236
363,0.246700094,1.517063525,2.134010643
363,1.207276784,2.750946888,3.37908988
364,1.511914408,1.612315207,2.107060124
364,3.175339395,3.794975514,4.813197612
364,1.258705774,1.472768323,1.871740324
365,3.328832444,3.279376391,6.713422473
365,4.732209555,6.136598704,8.668616889
365,1.52425275,2.119805123,3.433968819
366,1.446718727,2.481994405,1.89305562
366,1.207671737,1.862968825,1.289840857
366,0.965156783,1.855683384,0.955066102
367,2.306923428,2.916765255,3.432626624
367,3.297612573,3.402686619,4.425539834
367,2.520180806,3.447095742,4.034622237
368,1.218129589,3.781573411,4.558989444
368,2.626864378,4.080550018,4.558761719
368,1.660417725,2.772195592,3.279258645
369,2.34805543,2.523499598,3.060759631
369,2.640349333,3.730663247,5.554018561
369,3.284374569,3.516769474,5.356695207
370,1.361896632,1.543635379,1.582099085
370,6.114542973,7.186334703,6.605965881
370,3.064279381,3.668448214,2.614288989
371,1.4513891,1.312037998,2.510325327
371,1.132941997,1.374069534,2.192613842
371,1.263971014,1.995973994,2.730734276
372,3.622610788,5.016118231,9.392874198
372,1.143721781,2.34690366,3.310655628
372,0.83744786,1.782337549,2.225730692
373,0.514112434,1.139523272,1.129787637
373,0.540221797,1.16071244,1.284743164
373,0.823200432,1.548812074,1.578788229
374,0.997223096,1.454386608,2.80994694
374,3.099969455,1.940265969,4.596876635
374,2.325476562,2.119633467,5.032080125
375,3.060536683,3.892499014,4.444950412
375,2.018140975,1.714244678,1.531994855
375,1.831966383,1.869022608,1.679796645
376,3.578045503,4.288885649,4.403961751
376,2.448454875,3.780451055,5.353308549
376,2.160702579,4.328096797,5.013289997
377,1.707881093,2.429153322,3.506187051
377,1.058441385,1.064769798,1.82423436
377,1.661405801,3.237720503,4.089783969
378,2.034364062,2.537032354,4.334479223
378,1.35529805,2.148982793,3.538252847
378,0.414037976,0.889579135,1.311437597
379,3.129677654,2.482313769,2.347784108
379,2.966851243,3.106543109,3.242153073
379,2.731671489,2.824569728,3.475382344
380,2.468548629,2.243289422,2.152883752
380,1.04561473,1.694307034,1.552754166
380,2.861297659,1.826130738,2.578039747
381,5.28927217,6.073563491,6.11005096
381,1.045600687,1.64151613,1.401673548
381,1.555346398,1.839401546,1.313460814
382,0.816418112,1.80143685,1.93035482
382,0.456175536,1.092841115,0.974128124
382,1.153024114,3.807458063,4.275163463
383,1.787648277,1.681969217,2.722970327
383,1.736027668,1.68926964,2.745569022
383,1.94846394,3.496021989,4.470175902
384,4.451635535,5.915003043,7.155267991
384,5.206055124,7.354818452,7.756919591
384,3.189405987,4.981282972,4.407181494
385,1.941213232,1.49697193,1.797186947
385,1.585322686,2.419104779,1.943574492
385,5.006728376,5.441607466,6.102580726
386,4.269824278,5.565200047,4.27750124
386,2.090038766,3.029259003,2.978531252
386,2.881862809,4.090356461,2.767018561
387,5.279929642,5.279312167,4.346940744
387,3.376762831,4.51248006,2.758171214
387,2.844387112,3.11259444,2.124480163
388,5.254338611,5.946368978,5.782280148
388,2.918182717,2.888476898,2.413352315
388,6.414693585,5.788147087,5.23370464
389,3.507174924,3.985576454,3.17656796
389,5.558073068,7.871207738,4.675416011
389,2.089201323,2.868177616,1.977706215
390,0.441427625,2.418394638,2.782653992
390,1.92025235,5.63480902,6.655194197
390,0.935453483,2.241093569,2.448741052
391,0.560214573,0.738301475,1.234735009
391,0.816565087,1.446859042,2.384662065
391,0.949217709,1.299607865,2.22659681
392,1.950867987,2.449074376,4.429967344
392,1.964554918,2.204614026,3.292247414
392,2.305249495,1.839585891,3.43876952
393,3.176807248,3.567044432,3.633320623
393,1.536903195,1.848620728,1.94714601
393,2.226572713,2.735632588,2.373543932
394,2.013308568,4.14873606,4.868283906
394,2.45697429,4.94313795,5.057080523
394,2.719341243,4.205423819,3.26741687
395,1.484927987,2.163289245,2.815388894
395,1.619875913,2.123654795,3.304061341
395,1.582208261,3.997514328,4.654890784
396,2.036161549,2.708471253,4.168625071
396,4.215009925,4.136233473,6.671294226
396,1.465466005,1.918299722,2.447946156
397,1.662580237,1.276313806,2.591974596
397,0.80511824,0.639680272,1.244276656
397,1.481745091,0.947556882,2.322819564
398,2.205926873,5.017044959,6.957579919
398,3.618424141,4.619785471,5.489138677
398,2.036940551,3.682963125,7.414139558
399,2.210805749,2.143715707,3.500385771
399,1.272189655,2.289074148,3.189744426
399,2.603647434,3.505906114,5.111905335
400,1.462791989,1.842816782,1.583041254
400,1.171707817,1.678509181,1.862628691
400,2.414837366,3.230222058,2.571666949
401,2.238523537,2.89624795,2.286327518
401,0.805533058,0.992548185,0.802361845
401,0.804969139,0.922761738,0.764815732
402,6.258985586,4.750010655,5.942018323
402,5.419366351,4.808781874,4.752149568
402,2.458126347,2.300174233,2.167792206
403,3.763931507,3.16049809,2.925433691
403,2.809204747,3.062717153,2.57893948
403,3.626693887,3.468250436,2.764911345
404,0.677031335,1.498176812,1.420636196
404,0.684146675,2.349039506,1.992042835
404,0.817002089,3.27855395,2.875417971
405,2.629229824,2.271042744,2.945767642
405,1.287897038,0.953387314,1.65531671
405,0.746710661,0.70802574,1.114138826
406,1.355275691,2.887339258,3.083363053
406,0.55334348,1.718082938,1.762882893
406,1.069005926,2.224261706,2.453833281
407,1.73640438,2.817187715,4.191920397
407,2.610879644,4.342984544,6.264787545
407,1.925178233,2.353957132,3.143449448
408,10.22664815,13.4095314,12.02936196
408,7.768051094,11.1161162,10.62296911
408,3.73165666,4.36509978,4.744593264
409,3.613521757,2.023611797,5.541565376
409,2.304579428,1.685217124,3.637703348
409,2.054477647,0.874428545,2.035619864
410,3.135830771,3.750722678,6.977024265
410,1.317702381,1.539275236,3.042364851
410,2.764330203,3.897019134,6.905560554
411,3.575588504,3.033896592,5.430485294
411,4.206337655,4.724805704,5.652678743
411,2.623689849,1.864219096,3.229065146
412,1.174614993,1.372541531,1.857226173
412,0.662756335,1.179266581,1.478044595
412,1.307452488,2.880339643,3.250962622
413,2.251296693,4.107008642,3.477369491
413,3.249141986,3.841667968,3.593784765
413,1.607556751,1.633720663,1.552344763
414,0.457900417,0.666235375,1.284845303
414,0.389568181,1.173876683,2.10207772
414,0.305402077,0.708704723,1.483900082
415,3.415153229,2.242811313,3.449261071
415,2.461071797,2.598185491,3.841834063
415,1.687404433,1.27174511,2.324978341
416,1.721712198,2.497399376,4.111004749
416,1.398301206,1.785254227,2.690041287
416,2.369909647,2.24991535,4.694115654
417,1.794243059,3.39948056,5.261399578
417,1.712206691,3.275563109,4.954863595
417,1.781666763,2.72479175,5.449459769
418,1.801760718,2.464439942,4.082638192
418,1.992874414,2.004226908,2.50611162
418,1.956756323,2.317483008,2.832024527
419,1.869607966,1.590145011,1.746168411
419,6.239354194,5.202263345,6.62969481
419,3.759798579,3.567970816,3.928461531
420,2.452977231,3.876781058,3.699348022
420,1.672848516,1.927271937,1.5801414
420,0.936266357,1.652396959,1.111220944
421,3.361942354,4.024095664,6.743672438
421,1.579406785,2.873811401,4.172389539
421,1.990615378,4.437641259,7.253085337
422,1.032356769,0.590028056,1.014873812
422,1.341929022,1.116164016,1.675999798
422,1.122584276,1.31194167,2.086126425
423,2.290448036,1.873367832,3.758373071
423,3.391059261,2.684558735,5.223404106
423,0.808746537,1.026332675,2.270088753
424,1.517433913,1.741057674,2.576640075
424,3.005321333,3.206202263,6.599830816
424,2.694966236,2.35628056,4.424844332
425,3.442024921,6.276056101,5.007280063
425,1.784179187,6.040073409,5.6623156
425,0.565827839,1.593864117,1.590105232
426,1.048866143,1.772087384,1.889945335
426,1.03926921,1.443080222,2.087479791
426,2.645867316,4.322177571,3.852415753
427,0.928746505,1.060169093,1.251066913
427,1.032959817,0.900555054,1.16833817
427,2.1137119,1.747105162,2.192109252
428,0.635156585,0.648921516,1.172780853
428,1.908029698,2.061828803,3.016850937
428,1.812898086,1.26496961,2.739718655
429,2.00713956,1.481721816,2.498823891
429,1.808208524,1.87538862,3.004056363
429,2.255482316,1.754528612,3.501890801
430,1.050059753,0.742581104,1.361752055
430,0.9283864,0.793933433,1.713535864
430,0.505144074,0.334089917,1.004477692
431,1.089872727,1.700586442,3.401763244
431,1.997035403,2.29297292,4.047155106
431,3.78346266,3.106448497,6.962741155
432,2.639276418,4.4860593,4.06661609
432,2.836952597,4.179914133,4.953003449
432,0.820630954,1.013705115,0.914160108
433,5.559557387,5.859879233,7.215949672
433,3.825446984,4.0892482,4.635838272
433,3.76361655,4.660653958,6.038706496
434,0.864947375,1.242885544,1.525109717
434,0.317051525,0.665056522,0.812753897
434,0.80048072,1.074092495,1.402915676
435,1.60564349,2.589368848,3.147711373
435,1.11108231,1.480418295,2.162828262
435,4.078083866,4.574758491,7.368573744
436,2.237010766,3.11106528,3.948388263
436,2.717628861,1.908865893,3.659305129
436,0.966380766,1.128804403,2.247734027
437,0.983112441,3.236617853,3.073031279
437,1.925216641,2.409700994,2.102174776
437,3.457763607,5.562250945,5.331411507
438,1.781526409,1.258281665,2.503127651
438,1.645217972,1.555478246,1.959649317
438,1.364821422,1.939551107,2.972803697
439,3.491601608,4.042778445,7.223227948
439,1.21791972,0.97917856,2.238642187
439,1.500349752,2.157545441,3.765764711
440,1.119494695,2.667203636,3.314096246
440,1.233159562,1.566910211,1.839187479
440,3.871481842,5.391394393,4.545296389
441,1.009868039,1.667325809,1.735702674
441,2.731931315,3.237911219,3.823696326
441,1.834466751,3.467650745,3.485214631
442,0.544985889,0.719742877,1.178124599
442,1.570544318,2.048686808,2.895004938
442,0.970850472,1.063636703,1.44363324
443,1.863635125,2.922247896,3.915756018
443,2.690226904,3.872969082,5.228893383
443,2.66939721,3.743114434,5.017488358
444,1.679511285,1.980372714,2.345635281
444,1.747814521,1.618770041,2.732235268
444,1.68197966,2.266089942,3.06880433
445,2.214064231,2.452583031,3.944879935
445,2.115884418,3.534141705,5.875776431
445,2.172965577,1.882038059,2.908152337
446,1.358282118,1.450730422,1.245909353
446,0.68691843,1.035965828,0.618020103
446,1.050050579,0.97092117,0.853901616
447,2.094768951,5.569008857,5.498046926
447,1.978141361,5.545855294,7.105738138
447,2.510882935,9.138427703,9.327587504
448,2.170199765,2.504237732,3.719766367
448,2.686878142,3.82169555,5.41222184
448,1.947536628,2.718322024,3.258089101
449,0.491585014,0.478333246,0.528736841
449,1.436659334,1.359599618,1.564701535
449,1.390992729,1.569998323,1.56717263
450,1.155628607,1.146957474,2.06779796
450,0.863788022,1.93036014,4.790410467
450,1.54892701,2.473742007,4.888858485
451,1.934792994,1.427669913,2.208294001
451,4.743363844,6.148530533,6.327847227
451,5.992844084,4.910755025,5.031238517
452,1.289075278,1.669698493,1.930624668
452,2.40117553,2.454185078,3.628386877
452,1.772929618,2.475809277,2.846060068
453,2.450767115,2.534050735,3.107272713
453,1.207013164,1.703316642,1.661101707
453,1.180038195,1.735242219,2.156673425
454,1.473509438,2.038172676,3.707023227
454,1.238107791,2.606410355,3.87168578
454,2.289292829,2.253966975,3.916860606
455,7.768807574,10.41985627,10.11316918
455,3.32260815,3.710863794,3.871068675
455,1.71038204,1.994001262,2.218302947
456,1.375294798,2.276277897,1.889026353
456,5.544019704,8.138735336,8.746043815
456,1.776845453,2.121824632,2.452129868
457,1.016663532,1.372008932,2.590482292
457,1.122414187,1.857404713,3.12225603
457,3.237965326,3.327149741,5.923376064
458,1.505458258,1.48592247,1.875040911
458,2.128723894,1.87019892,2.352288891
458,1.059264799,0.581058822,0.984686927
459,1.694215763,4.533169979,5.45117413
459,4.225513939,10.491022,14.10992489
459,2.087703793,6.444310898,7.483920809
460,2.01721226,2.611403601,4.152621719
460,1.383952015,1.375199822,2.122141476
460,3.090488267,2.793279899,3.920701193
461,1.535824319,1.936529019,3.277603831
461,3.608186789,3.914625557,6.053494937
461,2.591775706,2.604018182,4.498353206
462,2.740943945,2.613181743,3.282540653
462,1.032280897,1.7027375,2.138123243
462,1.740791145,1.725980093,2.630579034
463,3.324847936,7.143543106,5.692698855
463,8.779260431,8.897677728,10.20411222
463,3.450948631,2.903467765,3.070648013
464,3.733762911,3.592965603,5.095696382
464,1.586880703,1.61394874,2.291368365
464,1.759447478,1.947672902,2.20039856
465,1.088799701,3.293171748,3.483560505
465,1.7024823,3.383578067,4.589149179
465,0.773750756,2.395308991,2.150380268
466,0.623197896,0.861804625,0.716452006
466,1.225047033,1.233671804,1.182527623
